Title,P_time,Department,Post,news,Url
北京朝阳区来广营发生火灾 过火面积10平米无伤亡,12/10/2017,国家应急广播网综合,,,http://www.cneb.gov.cn/2017/12/10/ARTI1512888694234444.shtml
江苏灌南县一化工企业车间爆炸 4人死亡6人被埋,12/10/2017,国家应急广播网综合,,12月9日凌晨2点20左右，江苏省连云港灌南县一化工企业生产车间发生爆炸并造成周边车间厂房坍塌。10日上午，当地政府召开新闻发布会通报事故调查情况。事故共造成4人死亡，6人被埋，成功救出伤者1人。事故发生后当地政府迅速组织消防车20辆、消防队员135人，救护车辆12辆、医护人员50人，以及重型吊车、挖掘机等大型机械开展救援，搜救被埋人员，抢救受伤人员。针对被埋人员的救援还在继续。,http://www.cneb.gov.cn/2017/12/10/ARTI1512885809456362.shtml
云南大雾天微型车坠入深沟 5人遇难3人受伤,12/10/2017,国家应急广播网综合,,,http://www.cneb.gov.cn/2017/12/10/ARTI1512882917403286.shtml
太原市发布重污染天气橙色预警 中小学停止户外活动,12/10/2017,国家应急广播网综合,,12月9日，太原市发布重污染天气橙色预警，同时启动重污染天气应急预案橙色(二级)响应（12月10日零时—12月13日24时）主要应急响应措施为：（一）健康防护引导措施1、儿童、老年人和呼吸道、心脑血管疾病及其他慢性疾病患者尽量留在室内，避免户外活动；一般人群减少户外活动。2、中小学、幼儿园停止户外课程和活动。3、医疗卫生机构加强对呼吸类疾病患者的防护宣传和就医指导。（二）倡议性减排措施1、公众尽量乘坐公共交通工具出行，减少机动车上路行驶；驻车时及时熄火，减少车辆原地怠速运行时间。2、加大对施工工地、裸露地面、物料堆放等场所实施扬尘控制措施力度。3、加强道路清扫保洁，减少交通扬尘污染。4、减少涂料、油漆、溶剂等含挥发性有机物的原材料及产品使用。5、企事业单位可根据空气污染情况实行错峰上下班。6、公交线路增加运营班次，缩短间隔时间，实施灵活调度，市区主干线路延时收车60分钟。（三）强制性应急减排措施对纳入重污染天气橙色预警期间制造业企业停产限产名单的企业实施停产限产措施。各县（市、区）政府和督导检查组加强对橙色预警管控企业督导检查，确保减排措施执行到位。1、煤炭、铁矿、铝土矿、高岭土矿业采选企业停止使用汽车（不含清洁能源汽车）外运产品。2、煤炭洗选企业限产50%以上，以生产线计，仅有1条生产线企业以产品产量计，以企业用电量核查；停止使用汽车（不含清洁能源汽车）运输原料、产品。3、油墨生产、涂料生产、油漆生产、板材加工、家具生产和机械加工企业表面涂装、喷涂、喷漆等涉VOCs排放工序或车间停产，以企业用电量核查。4、在高速环内实行交通管制，禁止中、重型载货汽车通行，运输瓜果蔬菜等鲜活农产品的车辆除外。5、除应急抢险外，所有施工工地的土石方作业、砂浆现场搅拌、石材切割、渣土运输、喷涂粉刷等易起尘作业全部停止。加强对施工工地的督查，督导施工单位强化工地抑尘措施。6、拉运沙石、渣土的车辆全部禁止通行；停止各类煤炭、沙石等散装物料的装卸筛选作业。7、化学试剂和助剂制造、化学药品制剂制造、有机化学原料制造企业限产50%以上，以生产线计，仅有1条生产线企业以产品产量计，以企业用电量核查。（央视记者 董琪琪）（消息来源：央视）,http://www.cneb.gov.cn/2017/12/10/ARTI1512882450468229.shtml
新疆吐鲁番市托克逊县发生3.6级地震 震源深度9千米,12/10/2017,国家应急广播网综合,,中国地震台网正式测定：12月10日12时52分在新疆吐鲁番市托克逊县（北纬41.73度，东经88.37度）发生3.6级地震，震源深度9千米。,http://www.cneb.gov.cn/2017/12/10/ARTI1512880387323182.shtml
黑龙江佳木斯等地将有暴雪 哈尔滨气温或再创入冬新低,12/10/2017,国家应急广播网综合,,中国天气网讯 9日，黑龙江齐齐哈尔、绥化等地局部出现大雪，对道路交通产生不利影响，多条高速仍处于封闭状态。预计未来三天黑龙江仍有降雪，并伴有阵风6-7级的大风，其中佳木斯、双鸭山东部、鸡西局部暴雪，公众请注意防范。此外省会哈尔滨等地降温明显，11日最高气温将降至-17℃，或创入冬新低，请注意保暖。9日，降雪全面侵袭黑龙江，中西部降雪量较大，其中齐齐哈尔、绥化等地的庆安、富裕、讷河等八个市县出现大雪，庆安以6.7毫米位居降雪量榜首。降雪影响下，黑龙江积雪深度加厚，监测显示，截至10日早晨8时，积雪深度最大的地方是抚远，为28厘米，哈尔滨积雪深度为5厘米。另外，本次降雪伴随着明显的大风，局地瞬时风力达8级，风雪交加，对出行影响较大，齐齐哈尔、大庆、哈尔滨等地的多个气象台发布道路结冰黄色预警。受冰雪影响，目前多条高速仍处于封闭状态，据黑龙江省交通厅10日11时10分路况信息显示，哈同高速、哈牡高速、北富高速、密兴高速、哈伊高速、鹤佳高速、建虎高速、依七高速三道岗站至道台桥站、绥北高速望奎站至海北站、前嫩高速建兴站至红星站、鹤大高速万兴站至桦南站封闭；哈尔滨环城高速、京哈高速、哈大高速、大齐高速、齐甘高速、大广高速、牡绥高速、牡复高速、鸡虎高速、建黑高速、依七高速大个岭站至双河站、嫩泰高速富裕站至街基站、绥北高速绥西站、鹤大高速西长发站至铁岭河站禁止7座以上客车及危险品车辆通行；其它高速公路路况正常。未来三天，黑龙江仍有降雪，并伴有大风。其中东部地区降雪量较大，局地有暴雪。黑龙江省气象台发布大雪预报，预计10夜间-12日白天哈尔滨东部、鹤岗、佳木斯、双鸭山、鸡西东部有大雪，其中佳木斯东部、双鸭山东部、鸡西东部局地有暴雪，伊春、绥化、哈尔滨西部、牡丹江、七台河、鸡西西部有小到中雪，其它地区多云转晴。降雪的同时大部地区伴有4-5级风，阵风可达6-7级，会出现低能见度天气，加之路面有积雪或积雪残留，公众出行请注意交通安全。气温方面，由于冷空气活动频繁，12月以来黑龙江平均气温比常年同期偏低6℃左右。预计未来三天气温仍将持续偏低，哈尔滨、牡丹江将出现6-8℃的降温，其他地区气温变化不大。其中省会哈尔滨明天最高气温将降至-17℃，或创入冬新低，将较常年同期偏低7.4℃，十分寒冷。气象专家提醒，未来三天气温持续偏低，哈尔滨等地还将出现降温，公众请注意及时增添衣物，预防感冒；同时风力较大并有降雪，风雪交加下，容易出现低能见度天气，加之路面有积雪或积雪残留，出行请注意交通安全。（文/黄英伟）,http://www.cneb.gov.cn/2017/12/10/ARTI1512877379420994.shtml
辽宁未来三天降温10-12℃ 大部将迎入冬来最冷早晨,12/10/2017,国家应急广播网综合,,中国天气网讯 10日较强冷空气将给辽宁带来大风降温天气。预计，大部地区今有6级偏北大风，阵风7-8级。未来三天，气温持续下降，降幅可达10~12℃，局地14~16℃，沈阳降幅可达15℃。12日晨，抚顺、阜新及本溪、铁岭局部地区最低温跌至-24~-20℃，沈阳、鞍山等地-19~-16℃，将迎入冬以来最冷的早晨，提醒公众注意做好防寒保暖措施。9日，辽宁冷空气进入间歇期，气温明显回升，各地最高气温升至3~8℃之间。但从10日早晨开始，北风开始增强，辽宁省气象灾害预警中心6时4分已发布大风蓝色预警信号。辽宁省气象台预计，10日抚顺、本溪阵雪，其他地区多云，大部地区将出现6级偏北大风，阵风可达7~8级，最高气温在-5~0℃，较9日明显下降，而这仅仅是降温的开端。辽宁省气象台预计，10日午后，冷空气自西向东开始发力，气温将持续下降。10日夜间至11日早晨，大部分地区最低气温将跌至-15℃以下，沈阳、抚顺、本溪、阜新、辽阳、铁岭、朝阳最低气温-19~-16℃，大连-11~-8℃，其他地区-15~-12℃。大部地区较10日早晨下降10~12℃，局部下降14~16℃。11日降温势头不减，各地最高气温明显下降，沈阳、抚顺、本溪、阜新、铁岭最高气温仅为-12~-10℃，其他地区最高气温为-9~-5℃。12日早晨，气温跌至本轮降温过程的谷底，抚顺、阜新及本溪县、桓仁、西丰、开原最低气温-24~-20℃，沈阳、鞍山、丹东、锦州、辽阳、朝阳及本溪市区、铁岭市区、昌图-19~-16℃，营口、盘锦、葫芦岛-15~-13℃，大连-12~-9℃，大部地区将迎今年入冬以来最冷的早晨。本轮降温势头猛烈，以省会沈阳为例，11日至12日，早晨最低气温或将连续刷新入冬新低，12日清晨最低温仅有-19℃，较10日早晨累积下降将达15℃；11日白天最高气温也将猛降至-10℃，有望创下半年新低，较9日降幅同样将达15℃。气象专家提醒，10日起三天，降温猛烈，公众外出要注意做好保暖措施。10日白天到夜间，各地风力强劲，公众外出时不要在棚架、广告牌等易被风吹落的搭建物旁停留，以免被砸伤。下周后期，气温持续低迷，仍无明显降雪。（文/马东雷）,http://www.cneb.gov.cn/2017/12/10/ARTI1512875901229945.shtml
较强冷空气影响北方地区 黑龙江局地有大到暴雪,12/10/2017,国家应急广播网综合,,中新网12月20日电 据中央气象台网站消息，受较强冷空气影响，10日至11日，内蒙古中东部、东北地区、华北中北部等地气温将下降4～8℃，其中内蒙古东部偏南地区、辽宁大部、吉林东部、黑龙江东南部等地降温10～12℃，局地可达14℃以上；上述地区并伴有4～6级偏北风。受锋面气旋影响，10日至11日，黑龙江中东部、吉林东部等地有小到中雪，其中黑龙江东北部局地有大到暴雪。未来具体预报：10日08时至11日08时，黑龙江大部、吉林中东部、山东半岛北部、新疆西部等地有小到中雪，其中黑龙江东北部局地有大雪(5～8mm)；贵州西部、云南南部等地有小雨或阵雨；内蒙古中东部、东北地区、华北东部、黄淮东部、江淮东部等地有4～6级风，黄海东北部部分海域风力可达8级、阵风9级。11日08时至12日08时，东北地区东部、山东半岛北部、新疆西南部山区、西藏西南部等地有小到中雪，其中黑龙江东北部、西藏西南部局地有大到暴雪；四川盆地东部、贵州大部、云南中南部、台湾东部等地有小雨或阵雨；内蒙古中东部、东北地区大部、华北中北部、黄淮东部、江淮东部等地有4～6级风，巴士海峡、南海东北部部分海域风力可达8级、阵风9级。12日08时至13日08时，黑龙江东部、新疆西南部山区、西藏西南部、甘肃东南部、陕西南部等地有小到中雪或雨夹雪，其中西藏西南部局地有大雪；西南地区东部、江汉西部和南部、江南西部、华南西部、云南西部和东部、海南岛、台湾等地有小雨或阵雨，局地中雨；内蒙古东部、东北地区大部等地有4～6级风，台湾海峡及南海东北部部分海域的风力可达8级、阵风9级。（消息来源：中国新闻网）,http://www.cneb.gov.cn/2017/12/10/ARTI1512868091448460.shtml
四川阿坝州九寨沟县发生2.7级地震 震源深度20千米,12/10/2017,国家应急广播网综合,,中国地震台网正式测定：12月10日08时14分在四川阿坝州九寨沟县（北纬33.25度，东经103.75度）发生2.7级地震，震源深度20千米。,http://www.cneb.gov.cn/2017/12/10/ARTI1512865513398439.shtml
冷空气袭华北东北 吉林辽宁等地气温创入冬来新低,12/10/2017,国家应急广播网综合,,中国天气网讯 10日冷空气将迅猛来袭，预计华北、东北等地普遍有大风、降温出现，内蒙古东部、东北地区局地降温可达14℃以上，哈尔滨、长春、沈阳气温或将刷新今年下半年来新低。降水方面，今明天全国大部依旧雨水稀少。东北局地降温可达14℃以上9日，上一股冷空气的影响趋于结束，我国大部地区都进入到升温回暖之中，尤其在吉林、辽宁大部、四川南部、云南东北部、贵州、重庆中南部等地回暖力度较大，升幅普遍达到了4-8℃，局地10℃左右。随着新一股较强冷空气的到来，今天华北、东北等地普遍有大风、降温出现。中央气象台预计，10日至11日，内蒙古中东部、东北地区、华北中北部等地气温将下降4～8℃，其中内蒙古东部偏南地区、辽宁大部、吉林东部、黑龙江东南部等地降温10～12℃，局地可达14℃以上；上述地区并伴有4～6级偏北风。东北、华北地区是受本次冷空气影响最大的区域，气温将接连走低。11日，内蒙古中东部到东北中北部一带的最高气温都会降至-10℃以下，最低气温更是普遍不足-20℃，在内蒙古东北部的根河、图里河，最低气温还可能会达到-40℃上下。省会级城市中，哈尔滨、长春、沈阳的气温都会降至谷底，刷新今冬以来的新低。而华北地区降温主要出现在12日，北京、天津、河北等平原地区12日早晨最低气温只有-4℃至-8℃，同时北京、天津的最高气温分别只有0℃和1℃，将迎来下半年来最冷的一天。与北方气温的骤降相比，南方大部地区的气温要相对平稳，虽然今后三天有一个先升后降的趋势，但幅度很小，基本在4℃以内，江南一带最高气温逐步回到15℃上下，华南也都有20℃出头，体感较为舒适。全国大部晴到多云 东北新疆等地有小到中雪9日，降雪主要集中在东北等地，监测数据显示，内蒙古东北部、黑龙江、吉林及新疆伊犁河谷等地出现小到中雪，黑龙江哈尔滨、绥化、齐齐哈尔等局地大雪（5～6.5毫米）。今明天，北方的降雪仍集中在东北一带和新疆西北部局地，南方的降水主要出现在云南、贵州和台湾等地。中央气象台预计，10日08时至11日08时，黑龙江大部、吉林中东部、山东半岛北部、新疆西部等地有小到中雪，其中黑龙江东北部局地有大雪（5～8毫米）；贵州西部、云南南部等地有小雨或阵雨。预计11日08时至12日08时，东北地区东部、山东半岛北部、新疆西南部山区、西藏西南部等地有小到中雪，其中黑龙江东北部、西藏西南部局地有大到暴雪；四川盆地东部、贵州大部、云南中南部、台湾东部等地有小雨或阵雨。从目前预报来看，13-15日，中东部地区将出现一次弱雨雪天气过程，其中西北地区东部、华北、黄淮西部及东北地区东部的部分地区有小雪或雨夹雪；南方大部有小雨，部分地区有中雨。不过时效较远，还需继续关注临近预报。气象专家提醒，近期冷空气活动频繁，风力较大，北方地区天干物燥，森林火险等级较高，需注意用火安全，另外公众应及时补充水分；江南地区将陆续入冬，体感较冷，公众需及时增添衣物注意保暖。,http://www.cneb.gov.cn/2017/12/10/ARTI1512863825959317.shtml
北京阵风7级开启速冻模式 下周最低温均在-5℃或以下,12/10/2017,国家应急广播网综合,,中国天气网讯 预计今天（10日）北京阵风可达7级，气温下降，开启速冻模式，大风和森林火险预警中，公众请注意防风保暖和用火用电安全。随着气温下降，下周北京天寒地冻，平原地区最低气温将持续在-5℃或以下，周初更是低至-8℃；周一周二最高气温只有0-1℃，或创入冬来新低。昨天白天北京天气晴朗，最高气温达到9.1℃，暂享冬日暖阳。不过夜间起风力渐大，北京市气象台昨天下午已发布大风蓝色预警，预示着新一轮大风降温过程将要开启。今天冷空气就将再度影响北京，白天风力加大，最高气温下降5℃左右。北京市气象台预计，今天白天晴，北风四五级（阵风七级左右）转三四级，最高气温4℃；夜间晴转多云，北风二三间四级，最低气温-5℃。北风影响下，风寒效应明显，体感较冷，公众外出需防风保暖，同时注意远离高大树木、广告牌、临时搭建物等，防范高空坠物。随着气温下降，北京开启速冻模式，下周气温低迷，预计平原地区夜间最低气温将持续在-5℃或以下，周初更是低至-8℃，天气寒冷。同时最高气温多在0℃出头，周一周二只有0-1℃，或创入冬来新低。此外，据气象北京微博消息，下周四西部山区会有小雪，城区也不排除飘雪花的可能性。目前时效较远，公众请关注临近预报。气象专家提醒，今天北京风力较大，风寒效应明显，公众外出需防风保暖，防范高空坠物。同时天干物燥，加上大风呼啸，火险等级高，北京市森防办与市气象台已联合发布森林火险橙色预警，请市民朋友注意不要携带火种进入林区；日常生活中注意用或用电安全。,http://www.cneb.gov.cn/2017/12/10/ARTI1512862834881297.shtml
连云港化工产业园区爆炸2人死亡 10月曾安全排查,12/10/2017,国家应急广播网综合,,12月9日凌晨2点20分左右，江苏省连云港市化工产业园区一车间管道发生爆炸。据连云港市政府消息，事故造成的明火已全部扑灭，检测发现未对周边环境造成影响。目前事故造成2人死亡、7人被困。化工产业园区发生爆炸事故江苏省连云港市灌南县公安局发布通报称，12月9日凌晨2点20分左右，灌南警方接报警，化工产业园区江苏聚鑫生物科技有限公司第四车间管道发生爆炸。接报警后，警方和相关部门第一时间赶到现场开展救援。9日下午2时许，连云港市政府再次发布通报称，明火全部扑灭，检测发现未对周边环境造成影响。目前事故造成2人死亡、7人被困。现场救援搜救工作正在继续进行。另据央视新闻消息，伤者已被送往医院救治。现场视频显示，起火时天仍未亮，现场火势较大，浓烟滚滚，并且传出多声爆炸声，化工厂周边停有多辆车辆。目击者称附近公司受到影响据发生爆炸的连云港聚鑫生物科技有限公司附近一公司员工介绍，爆炸也造成周边一定程度的损伤，公司门窗有被震碎。事发后看到有消防及医护人员进行现场救援。昨天下午，该员工透露，尽管明火已被扑灭，但现场仍可见有浓烟，并且空气中依然有化工品的味道。另一位住在附近宾馆的小吴说，9日半夜听到了巨响，看到宾馆窗户也被震碎，并且又听到了多次爆炸声。小吴说，昨天白天到附近看到，现场“一片废墟”，三层的车间已经被震塌。工商信息显示，聚鑫生物科技有限公司成立于2009 年，主要经营范围包括生物科技研发、间二硝基苯、2，4-D酸、间二氯苯等生产；化学品批发等。北青报记者电话联系江苏连云港化工产业园区管理委员会及连云港聚鑫生物科技有限公司，但截至发稿时，电话始终未接通。化工产业园10月进行过安全排查据媒体报道，2016年10月16日，连云港化工产业园内一家公司就曾发生过火灾事故，事故没有造成人员伤亡。今年2月7日和2月20日，园区又发生了两起火灾事故。据环保部网站消息，连云港化工产业园因园区环境质量较差、企业环境违法行为突出、环境基础设施建设滞后等问题，于2016年5月被你厅挂牌督办。但在今年4月，环保部联合江苏省环境保护厅对连云港化工产业园进行了现场核查，发现园区存在督办整改进展缓慢、园区企业异味明显、固体废物违规处置和环境违法问题突出等问题。另据中国消防网消息，今年10月8日，江苏省连云港市消防支队曾对连云港市化工产业园区的每家化工企业开展地毯式消防安全排查，同时对存在火灾隐患的企业开展集中约谈，督促指导火灾隐患整改工作，坚决遏制重特大火灾事故的发生。（北京青年报记者 郭琳琳）（消息来源：北京青年报）,http://www.cneb.gov.cn/2017/12/10/ARTI1512861955663277.shtml
北京下周进入“冷冻周” 西部山区会有小雪,12/10/2017,国家应急广播网综合,,北京晨报讯（记者王海亮）最近北风好像在隔天“打卡”，瞧昨天风平浪静了一天，今天（10日）又要北风呼啸了，四五级偏北风将笼罩京城，阵风达七级。新一周将是天寒地冻的一周，白天最高气温将触底0℃，夜间最低气温则会降至-8℃。下周四，北京的西部山区会有小雪，据预报，城区也不排除飘雪花的可能性。昨天16时30分，北京市气象台再次发布大风蓝色预警，提醒市民，今天白天有四五级偏北风，阵风可达七级左右。市气象台预计，这一次大风过程会持续至明天白天，北风呼啸，风寒效应明显，今天白天最高气温虽然预报了4℃，体感温度将远低于实际气温。市民外出请注意防风防寒，小心高空坠物。大风结束后，下周，京城将迎来明显降温。明天最高气温1℃，后天最高气温跌至冰点，下周三2℃，下周四又是冰点。未来一周，京城平原地区的夜间最低气温难超-5℃，尤其明后天的夜间气温更是低至-8℃，山区气温将跌破-10℃。下周市民朋友外出的主题词只有四个字——防寒保暖。,http://www.cneb.gov.cn/2017/12/10/ARTI1512850802976210.shtml
交警提示车顶贴挂玩偶有安全隐患,12/10/2017,国家应急广播网综合,,把造型各异的卡通玩偶贴挂在车顶或车尾，让不少车主觉得能给自己的车加分不少。在网购平台上，售卖“车顶玩偶”的店家也不在少数，但他们表示，挂上这些玩偶后车辆需要“限速”，不然容易掉下。针对这种现象，多地交警都曾发布提醒称，此举存在一定的安全隐患，挂饰物如果脱落，对周边的车辆和交通参与者造成伤害，另外可能会分散驾驶人的注意力，一旦控制不好与前车的距离，容易发生追尾或者剐擦事故。车顶贴挂玩偶“很拉风”？在车顶或车尾处贴挂卡通玩偶，成为不少车主的“新时尚”：这些玩偶或是蜘蛛侠的造型，举着一只手坐在车顶直视前方；或是粉红豹的样子，交叉着双腿和双手坐在车尾微笑。一名北京的车主告诉北青报记者，自己在街上看到很多私家车上都悬挂有玩偶装饰，觉得很有个性、很“拉风”，就上网买了一个蜘蛛侠造型的玩偶，“装上以后上路，回头率确实挺高的，停在高速休息区的时候，还有不少人来拍照。”另有一名河北的车主也表示玩偶挂在车上“很可爱”，“有一次停车等红灯的时候，从内后视镜看到后侧车里的大人小孩指着我车顶的玩偶说笑，觉得挺有意思的”。但是也有车主担心，在车顶上悬挂玩偶是否违规。在电商平台上，一名购买了玩偶的买家留言称，“是挺拉风的，交警不罚我款就好”。还有买家称自己挂在车顶的玩偶在行驶时不知什么时候掉了，“要是开快的时候掉的，万一砸到后面的车或者人就不好了”。卖家称车速太快玩偶会掉根据车主的介绍，北青报记者在网购平台上输入“车顶玩偶”关键词，随后出现了众多售卖该商品的店家。这些玩偶种类多样，有动漫人物，也有一些小草、水果等常见的形象，价格多在15到50元不等，不少店家的销量过万。在排序较前的一家店内北青报记者看到，这家地址显示为广州的汽车用品专营店，车顶玩偶的月销售量达1万多笔，玩偶分为大号和小号，大号玩偶的高度约为32厘米，小号的高度约为22厘米。根据店家介绍，玩偶底座用的是汽车专用胶，粘在车面上较为牢固，买来可以粘贴在车顶、车尾等位置，“既美观又可以增加回头率”。而安装的方法也很简单，把粘贴处擦干净后，将玩偶从底座上拿下，撕掉玩偶底部的透明强力胶保护膜贴在车的平面上，然后再把玩偶扣回底座上。当北青报记者以买家的身份询问玩偶是否会掉时，店家称，把玩偶装上后，车速不要太快，“特别是刚粘贴上去的第一天，胶的黏性还不牢，如果开太快的话会掉的。”另一家地址显示为北京的店家解释得更明确，其称车顶玩偶达20厘米高的一般车速低于120公里每小时没问题，22厘米以上的则要限制在100公里每小时以下。但由于不同的天气环境以及风速的不同，所以建议上高速路前就拿下来，“毕竟安全第一，速度太快也没人会注意到车顶有玩偶，这个是装饰物，主要是赚回头率”。在面对“车顶粘贴玩偶是否合规”的问题上，广州的店家称“主要看当地交警的严格程度，要是被查随时可以拆下来”，而北京的店家则表示没问题，“一般不管的，别挡车牌号和视线就行”。车外悬挂装饰存在安全隐患对于汽车外安装玩偶装饰的行为，山东、江苏、江西、内蒙古等多地的交警都曾发布过提醒称，此举存在一定的安全隐患。其中，山东省公安厅交通警察总队于12月4日在其官方微信上表示，这是对车身外观的轻微改变，根据《中华人民共和国道路交通安全法》第16条第一项和《机动车登记规定》第57条之规定，这种行为属于违法行为。山东交警称，从安全角度讲，汽车安装玩偶等挂饰物，虽然车子个性化，但存在安全隐患，如果安装不够坚固，在高速行驶的情况下，尤其是在高速公路上，可能会导致挂饰物脱落，对周边的车辆和交通参与者造成伤害。另外，这些车外的挂饰物往往造型夸张，色彩鲜艳，容易吸引眼球，可能会引起其他驾驶员的关注，从而分散驾驶人注意力，一旦控制不好与前车的距离，容易发生追尾或者剐擦事故。此外，多地交警建议市民，不要在车子外部增加任何不必要的配件或装饰，以免发生意外。（北京青年报记者 黄筱菁）,http://www.cneb.gov.cn/2017/12/10/ARTI1512848848330192.shtml
上海已在12月5日入冬,12/10/2017,国家应急广播网综合,,解放日报讯（记者戚颖璞）9日，上海市气象局宣布，上海于12月5日正式入冬。常年入冬时间为12月3日，今年偏晚2天。10日气温整体有小幅回升，中心城区气温为5℃到11℃，郊区最低1℃到2℃；傍晚到夜间受上游颗粒物输送影响，有轻度霾。随着冷空气频繁南下，本周气温持续“跳水”。9日早晨，中心城区（徐家汇站）气温再创新低，最低为2.3℃。郊区最低气温基本都跌破冰点，其中崇明、青浦、奉贤仅有零下4℃至零下3℃。白天，中心城区（徐家汇站）最高气温9.4℃，日均气温小于10℃。12月5日以来，申城已连续5天日均气温低于10℃，达到入冬标准。气象资料显示，从1981年至2016年，上海最早入冬时间是1981年11月7日，最晚为1991年12月25日。今年自10月11日入秋以来，上海总共度过了55个秋日。而上海平均秋季时间有62天。如此看来，今年秋季的确有点短！上海市气象服务中心首席服务官张瑞怡表示，根据常年（1981年至2010年）数据显示，最短秋季出现在2009年，仅35天。下周一至周三，上海主打多云天，气温在4℃到11℃。下周中后期受暖湿气流北抬和冷空气影响，将有一次降雨过程。,http://www.cneb.gov.cn/2017/12/10/ARTI1512848308744175.shtml
南航偏出跑道客机确认正常 已起飞预计凌晨到广州,12/10/2017,国家应急广播网综合,,中新网12月9日电 据中国南方航空官方微博发布的消息，9日在首都机场起飞时偏出跑道的CZ3104航班拖回机位后，飞机经机务人员检查、测试，确认正常，航班已于9日22:08分起飞，预计10日00:53分到达广州。南航对旅客造成不便深表歉意。9日有媒体报道“南航一客机起飞时偏出跑道”事件，南方航空官方微博发布消息称，12月9日15:22分CZ3104航班(北京-广州)，飞机从滑行道转向跑道过程中发生偏离，航班上395名旅客下机休息。较早前据央视报道，南航CZ3104航班滑行中发生偏离事件未对首都机场其他航班造成影响，机场运行秩序井然。（消息来源：中国新闻网）,http://www.cneb.gov.cn/2017/12/09/ARTI1512834549250950.shtml
9日晨上海延安高架发生一起车辆自燃事故,12/9/2017,国家应急广播网综合,,东方网记者李欢12月9日报道：9日晨，上海延安高架江苏至华山路处发生一起车辆自燃事故。所幸事故处理及时，没有造成人员伤亡。从目击者拍摄的视频中可以看到，车辆自燃现场冒起浓浓黑烟，对道路交通产生了一定拥堵。记者从上海交警部门获悉，事故发生于上午7时40分许，起火车辆系一上海牌照的小型越野车。事故发生后，消防、公安部门很快到场处理，将火扑灭并将事故车辆拖离。上午8时许现场处理基本结束，交通逐渐恢复。目前，车辆自燃原因正在进一步调查中。交警部门提示，冬季车辆自燃事故多发，请驾驶员多加留意。,http://www.cneb.gov.cn/2017/12/09/ARTI1512834396078930.shtml
天津检验检疫局检出多批进口儿童纺织产品不合格,12/9/2017,国家应急广播网,,国家应急广播网天津12月9日消息（记者贾立梁 通讯员左婷婷）天津检验检疫局工作人员日前在某公司进口的55批儿童纺织产品中，检出20批存在标签中未标明产品标准编号和安全技术类别的情况，遂依法判定为不合格，要求企业对标签进行整改，整改合格后才能上市销售。天津检验检疫局工作人员介绍，在中国境内销售的婴幼儿及儿童纺织产品，需按照《婴幼儿及儿童纺织产品安全技术规范》标准的要求，在使用说明中标明本标准的编号及符合的安全技术要求类别，婴幼儿纺织产品应标明“婴幼儿用品”。服装的标签中内容不全或者标识不正确，会影响消费者安全识别，有可能引起消费者误用，造成安全隐患。检验检疫部门提醒广大消费者在选购进口儿童纺织产品时要看清标识，儿童服装的标签中应该涵盖的要素必须有商品名称、安全技术类别等信息，并且婴幼儿用品必须在使用说明中明确、详尽标注“婴幼儿用品”字样，没有明确标识的衣服很容易对婴幼儿健康带来危害。,http://www.cneb.gov.cn/2017/12/09/ARTI1512832777968890.shtml
天津口岸截获重要检疫性有害生物刺萼龙葵,12/9/2017,国家应急广播网综合,,"国家应急广播网天津12月9日消息（记者贾立梁 通讯员郝晓兵）天津检验检疫局工作人员近日在对一批重约6.6万吨、货值2748万美元的进口黄大豆进行检疫查验时，发现大量杂草。经取样送检,被该局动植物与食品检测中心检出包含刺萼龙葵、宾州刺耳、三裂叶豚草、西部苋等6种检疫性杂草和30种一般性杂草。其中，刺萼龙葵系天津口岸近年来首次截获。刺萼龙葵又名黄花刺茄，是一种具有较强入侵性的茄科一年生草本植物，其竞争和适应能力很强，常严重抑制其它植物生长，形成大面积单种优群，破坏生物多样性，危害牧草、棉花、大豆等农作物，造成作物严重减产。目前，检验检疫人员已依法对该批进境大豆予以严密监管，确保运输、装卸、存储、加工及下脚料处理等环节符合规定。",http://www.cneb.gov.cn/2017/12/09/ARTI1512832434474870.shtml
北京发布大风蓝色预警 10日阵风可达7级,12/9/2017,国家应急广播网综合,,中国天气网讯 北京市气象台2017年12月09日16时30分发布大风蓝色预警信号，受冷空气影响，预计10日白天北京有4、5级偏北风，阵风可达7级左右，请注意防范。防御指南：1、政府、有关部门和单位按照职责做好防大风准备工作，密切关注森林、草场和城区防火，机场、铁路和交通管理部门应采取措施保障交通安全；2、停止高空、水上户外作业和游乐活动；3、加固围板、棚架、广告牌等易被大风吹动的搭建物，妥善安置易受大风损坏的室外物品；检查大棚薄膜，粘补漏洞，暂停农田灌溉；4、行人尽量少骑自行车，在施工工地附近行走时应尽量远离工地并快速通过；行人与车辆不要在高大建筑物、广告牌、临时搭建物或大树的下方停留；5、街道、社区、村庄和家庭应加强防火意识，适时采取有效措施，消除火灾隐患。,http://www.cneb.gov.cn/2017/12/09/ARTI1512828454141768.shtml
